name	type	units	sampling_frequency
C3-Fz	EEG	mV      	20000
Cz-Fz	EEG	mV      	20000
C4-Fz	EEG	mV      	20000
C3-C4	EEG	mV      	20000
C3-Erb R	EEG	mV      	20000
C4-Erb L	EEG	mV      	20000
Erb L-Erb R	EEG	mV      	20000
